character,pinyin,bihua,n.male,n.female,name.gender,n.1930_1959,n.1960_1969,n.1970_1979,n.1980_1989,n.1990_1999,n.2000_2008,ppm.1930_1959,ppm.1960_1969,ppm.1970_1979,ppm.1980_1989,ppm.1990_1999,ppm.2000_2008,name.ppm,name.uniqueness,corpus.ppm,corpus.uniqueness,name.valence,name.warmth,name.competence
赣,gan4,21,6266,987,0.728,1140,1296,1085,1395,1424,915,3.551,6.322,5.191,6.739,8.476,10.167,6.741,5.111,10.033,4.957,3.0000,2.8,2.7
冈,gang1,4,4260,195,0.912,520,552,1051,1355,811,163,1.620,2.693,5.029,6.546,4.827,1.811,3.754,5.323,17.428,4.735,2.7500,2.7,3.2
刚,gang1,6,5298773,54426,0.980,687832,933431,1717787,1368402,554739,91909,2142.779,4553.322,8219.077,6610.638,3302.018,1021.211,4308.174,2.366,339.887,3.467,4.0000,3.0,3.7
纲,gang1,7,63647,1220,0.962,10539,8565,23380,14300,6226,1890,32.832,41.780,111.866,69.082,37.060,21.000,52.270,4.274,61.032,4.207,3.3750,2.9,3.3
钢,gang1,9,433473,6684,0.970,54907,77461,136806,104084,49279,17938,171.050,377.859,654.574,502.821,293.327,199.311,366.490,3.435,129.331,3.885,3.5625,2.7,3.1
罡,gang1,10,35173,796,0.956,925,2656,9519,9905,8044,4894,2.882,12.956,45.545,47.850,47.881,54.378,35.249,4.441,0.322,5.879,3.3750,3.1,3.8
岗,gang3,7,248584,2906,0.977,37343,40479,77736,65860,26371,3699,116.333,197.459,371.943,318.164,156.970,41.100,200.328,3.696,56.658,4.239,2.8750,3.0,3.2
港,gang3,12,89578,4024,0.914,2494,3065,11572,15693,52808,7775,7.769,14.951,55.368,75.812,314.333,86.389,92.437,4.029,94.088,4.022,3.1250,3.1,3.0
皋,gao1,10,3996,113,0.945,2262,420,414,533,320,159,7.047,2.049,1.981,2.575,1.905,1.767,2.887,5.410,2.058,5.515,3.5000,2.6,3.0
高,gao1,10,1989633,247741,0.779,744971,404433,404269,355307,236205,91857,2320.782,1972.844,1934.301,1716.459,1405.982,1020.633,1728.500,2.762,1892.240,2.723,4.0000,3.3,3.7
郜,gao4,9,78,14,0.696,8,2,6,24,37,17,0.025,0.010,0.029,0.116,0.220,0.189,0.098,5.959,0.000,6.000,3.1875,3.1,3.3
戈,ge1,4,49167,17842,0.467,5574,7298,11276,14983,17071,10844,17.364,35.600,53.952,72.382,101.613,120.489,66.900,4.168,24.824,4.588,3.4375,3.0,3.8
鸽,ge1,11,18538,137021,-0.762,9127,13424,25625,47751,45013,14431,28.433,65.483,122.608,230.681,267.935,160.344,145.914,3.833,20.966,4.658,2.9375,3.1,2.4
歌,ge1,14,44489,136870,-0.509,9863,13619,27780,49333,50278,30461,30.726,66.434,132.919,238.324,299.274,338.456,184.356,3.732,228.177,3.640,3.6250,3.6,2.9
革,ge2,9,166002,54547,0.505,27514,135990,33003,15716,7133,1140,85.713,663.366,157.909,75.923,42.458,12.667,173.006,3.759,795.406,3.099,3.3125,3.0,3.4
阁,ge2,9,105031,124410,-0.084,87254,48968,33752,30386,20829,8318,271.819,238.868,161.493,146.792,123.982,92.422,172.563,3.761,25.146,4.583,3.5000,3.3,3.1
格,ge2,10,100443,346407,-0.550,112256,80650,64734,56827,74565,57966,349.707,393.415,309.732,274.527,443.839,644.067,402.548,3.394,639.579,3.193,3.6875,3.3,3.4
哿,ge3,10,286,205,0.165,10,20,52,100,157,153,0.031,0.098,0.249,0.483,0.935,1.700,0.583,5.801,0.000,6.000,2.9375,2.6,2.9
舸,ge3,11,6858,2161,0.521,116,862,2230,1691,2725,1395,0.361,4.205,10.670,8.169,16.220,15.500,9.188,4.992,0.000,6.000,3.6875,2.9,3.0
葛,ge3,12,6821,2400,0.479,698,640,863,2624,2829,1573,2.174,3.122,4.129,12.676,16.839,17.478,9.403,4.983,28.876,4.525,3.1875,3.0,2.9
各,ge4,6,8858,17353,-0.324,11605,4894,3484,3028,2375,846,36.153,23.873,16.670,14.628,14.137,9.400,19.144,4.696,1388.873,2.857,2.3125,2.7,2.7
根,gen1,10,3150023,628983,0.667,1986425,890473,486725,247523,132032,36079,6188.240,4343.771,2328.828,1195.763,785.905,400.878,2540.564,2.595,808.782,3.092,3.0000,3.0,2.6
亘,gen4,6,1267,271,0.648,67,82,179,411,492,307,0.209,0.400,0.856,1.986,2.929,3.411,1.632,5.580,3.537,5.343,4.0625,2.8,3.5
艮,gen4,6,43223,68203,-0.224,58802,24599,14177,9359,4194,336,183.184,119.995,67.833,45.213,24.964,3.733,74.154,4.124,0.772,5.752,3.3125,2.5,3.0
庚,geng1,8,215470,48963,0.630,116680,39958,33889,29756,28937,14998,363.489,194.917,162.148,143.749,172.244,166.644,200.532,3.696,9.647,4.973,3.9375,3.1,3.5
耕,geng1,10,32193,3739,0.792,11525,6708,4959,4406,5485,2848,35.903,32.722,23.727,21.285,32.649,31.644,29.655,4.513,70.550,4.145,3.5000,3.5,3.0
赓,geng1,12,5236,169,0.937,140,225,602,1565,2069,801,0.436,1.098,2.880,7.560,12.315,8.900,5.532,5.185,1.929,5.533,3.7500,3.0,3.1
耿,geng3,10,82459,7210,0.839,8723,7339,12282,21414,26325,12142,27.174,35.800,58.766,103.449,156.696,134.911,86.133,4.060,15.242,4.789,3.6875,3.4,3.3
更,geng4,7,68495,7703,0.798,31269,18565,12771,7968,4653,1081,97.411,90.561,61.105,38.493,27.696,12.011,54.546,4.255,850.456,3.070,2.7500,2.8,2.8
弓,gong1,3,3101,183,0.889,361,348,556,1149,722,148,1.125,1.698,2.660,5.551,4.298,1.644,2.829,5.417,23.602,4.609,2.8125,3.0,3.3
公,gong1,4,114954,17652,0.734,59768,31531,20740,12257,6464,2314,186.193,153.810,99.234,59.213,38.476,25.711,93.773,4.023,1079.727,2.966,3.2500,3.4,3.0
功,gong1,5,525672,56298,0.807,244340,124113,96285,61868,37793,17051,761.184,605.429,460.694,298.879,224.958,189.456,423.433,3.372,402.655,3.394,3.7500,3.4,3.2
攻,gong1,7,425,113,0.580,104,61,97,136,103,37,0.324,0.298,0.464,0.657,0.613,0.411,0.461,5.835,158.335,3.798,2.1875,2.2,3.1
宫,gong1,9,2016,591,0.547,384,200,304,705,654,358,1.196,0.976,1.455,3.406,3.893,3.978,2.484,5.458,91.708,4.033,3.1250,3.1,3.2
恭,gong1,10,28536,2182,0.858,13520,4977,3973,3740,2744,1744,42.118,24.278,19.010,18.068,16.333,19.378,23.198,4.616,22.252,4.634,3.3750,3.7,3.2
龚,gong1,11,5863,1428,0.608,224,343,699,1952,2846,1227,0.698,1.673,3.344,9.430,16.940,13.633,7.620,5.064,8.296,5.032,3.1250,3.1,2.9
巩,gong3,6,3490,626,0.696,698,499,495,739,1345,340,2.174,2.434,2.368,3.570,8.006,3.778,3.722,5.326,60.003,4.215,3.7500,3.0,3.2
共,gong4,6,7574,1596,0.652,4610,1837,1333,795,446,144,14.361,8.961,6.378,3.841,2.655,1.600,6.299,5.137,675.272,3.170,3.2500,3.2,3.0
勾,gou1,4,7,3,0.400,5,1,3,0,1,0,0.016,0.005,0.014,0.000,0.006,0.000,0.007,5.997,35.757,4.435,2.0625,2.3,2.6
钩,gou1,9,861,121,0.754,456,165,129,124,78,30,1.421,0.805,0.617,0.599,0.464,0.333,0.707,5.768,26.432,4.562,2.0625,1.9,2.9
苟,gou3,8,17574,1427,0.850,13150,3350,1530,477,354,64,40.966,16.341,7.321,2.304,2.107,0.711,11.625,4.899,11.576,4.900,2.3125,2.4,2.9
姑,gu1,8,622,82877,-0.985,49220,16298,9570,5247,2766,385,153.333,79.502,45.789,25.348,16.464,4.278,54.119,4.259,169.204,3.769,2.6875,2.9,2.5
古,gu3,5,28515,11759,0.416,14254,6347,5607,6140,5744,2197,44.405,30.961,26.828,29.662,34.190,24.411,31.743,4.485,414.231,3.382,3.3125,3.2,3.2
谷,gu3,7,69954,75245,-0.036,61855,32803,23581,13660,8897,4347,192.695,160.015,112.828,65.990,52.958,48.300,105.464,3.973,118.591,3.922,3.3750,3.6,2.7
鼓,gu3,13,224,43,0.678,27,31,44,68,73,23,0.084,0.151,0.211,0.329,0.435,0.256,0.244,5.905,165.024,3.780,2.9375,3.1,2.6
固,gu4,8,12690,888,0.869,5656,1931,1979,1801,1389,821,17.620,9.420,9.469,8.700,8.268,9.122,10.433,4.942,313.969,3.502,3.3125,3.0,3.1
顾,gu4,10,4018,1527,0.449,511,301,392,925,1464,1957,1.592,1.468,1.876,4.469,8.714,21.744,6.644,5.117,205.154,3.686,3.3750,3.6,3.2
乖,guai1,8,2215,9747,-0.630,5124,2554,1760,1116,1130,262,15.963,12.459,8.421,5.391,6.726,2.911,8.645,5.016,15.435,4.784,2.8750,3.2,2.4
关,guan1,6,182042,81075,0.384,111325,51914,39911,32142,21381,6373,346.807,253.239,190.962,155.275,127.268,70.811,190.727,3.717,1535.953,2.813,3.1250,3.1,3.2
观,guan1,6,223611,148789,0.201,144424,60088,45590,57860,49410,14699,449.919,293.112,218.134,279.517,294.107,163.322,283.019,3.547,1037.539,2.984,3.4375,3.4,3.1
官,guan1,8,222168,44703,0.665,126029,45504,32735,28179,22619,11684,392.614,221.971,156.627,136.130,134.637,129.822,195.300,3.707,304.837,3.515,3.4375,2.5,3.1
莞,guan3,10,897,7068,-0.775,281,209,352,1100,3034,2988,0.875,1.020,1.684,5.314,18.060,33.200,10.026,4.958,1.093,5.679,3.6250,3.2,2.9
馆,guan3,11,60,7,0.791,10,4,7,11,28,7,0.031,0.020,0.033,0.053,0.167,0.078,0.064,5.973,115.375,3.934,2.6875,2.8,2.5
管,guan3,14,3878,1719,0.386,2214,859,707,780,677,372,6.897,4.190,3.383,3.768,4.030,4.133,4.400,5.268,816.243,3.088,3.0625,2.9,2.9
贯,guan4,9,25035,4999,0.667,12618,5256,4828,3987,2217,1132,39.308,25.639,23.100,19.261,13.196,12.578,22.180,4.635,109.394,3.957,3.5000,3.0,3.1
冠,guan4,9,453553,91190,0.665,101780,53055,66987,117085,119102,86809,317.072,258.805,320.512,565.628,708.940,964.544,522.584,3.281,66.434,4.171,4.5000,3.4,3.8
瓘,guan4,21,35,15,0.400,11,1,4,8,13,13,0.034,0.005,0.019,0.039,0.077,0.144,0.053,5.978,0.000,6.000,3.1875,2.9,2.9
光,guang1,6,7346787,2043014,0.565,3447411,1944537,1793858,1294326,682723,222705,10739.598,9485.546,8583.053,6252.783,4063.827,2474.500,6933.218,2.159,941.650,3.026,4.1250,3.8,3.2
广,guang3,3,4101481,1033730,0.597,1779945,1054042,929556,718823,451495,194736,5545.000,5141.668,4447.636,3472.575,2687.470,2163.733,3909.680,2.408,556.038,3.254,4.0625,3.5,3.5
桄,guang4,10,442,60,0.761,45,36,72,113,126,110,0.140,0.176,0.344,0.546,0.750,1.222,0.530,5.815,0.000,6.000,2.8125,3.1,2.8
归,gui1,5,5270,2770,0.311,971,724,1013,2226,2745,362,3.025,3.532,4.847,10.754,16.339,4.022,7.087,5.092,188.047,3.723,2.8750,3.6,2.7
圭,gui1,6,2557,1429,0.283,1367,334,339,604,920,422,4.259,1.629,1.622,2.918,5.476,4.689,3.432,5.353,2.830,5.417,3.3750,2.8,3.4
规,gui1,8,3611,576,0.725,1242,586,906,941,416,96,3.869,2.859,4.335,4.546,2.476,1.067,3.192,5.378,803.895,3.094,2.9375,2.8,2.9
瑰,gui1,13,611,11460,-0.899,1773,1706,2510,4101,1597,384,5.523,8.322,12.010,19.812,9.506,4.267,9.907,4.962,13.956,4.825,3.8750,3.4,3.3
癸,gui3,9,1181,414,0.481,151,109,202,438,471,224,0.470,0.532,0.967,2.116,2.804,2.489,1.563,5.591,1.479,5.606,2.8125,2.6,3.1
柜,gui4,8,304,73,0.613,145,46,49,57,56,23,0.452,0.224,0.234,0.275,0.333,0.256,0.296,5.887,38.780,4.400,2.5000,2.5,2.4
炅,gui4,8,4832,1051,0.643,72,165,461,667,1319,3202,0.224,0.805,2.206,3.222,7.851,35.578,8.314,5.031,0.643,5.784,3.8125,3.2,3.6
贵,gui4,9,5655959,2012714,0.475,3410776,1695274,1243381,745573,421387,148994,10625.470,8269.629,5949.191,3601.802,2508.256,1655.489,5434.973,2.265,205.218,3.686,4.3750,3.8,3.4
桂,gui4,10,2561248,15588785,-0.718,10136441,4055348,2355842,1018242,438881,128418,31577.698,19782.185,11271.971,4919.043,2612.387,1426.867,11931.692,1.923,76.081,4.113,3.8125,3.8,3.5
桧,gui4,10,1470,2519,-0.263,276,134,283,789,1300,1208,0.860,0.654,1.354,3.812,7.738,13.422,4.640,5.249,2.315,5.479,2.0000,2.1,2.5
郭,guo1,10,15947,23816,-0.198,21877,2111,2591,4457,5382,3339,68.153,10.298,12.397,21.531,32.036,37.100,30.253,4.505,73.701,4.127,3.1875,2.7,2.8
国,guo2,8,18301106,3807903,0.656,7185052,5434182,4908864,2675218,1372216,534949,22383.340,26508.205,23487.388,12923.758,8167.952,5943.878,16569.087,1.781,4350.742,2.361,4.0000,3.5,3.6
果,guo3,8,221559,322482,-0.186,140058,93747,101279,102722,62576,42041,436.318,457.302,484.589,496.242,372.476,467.122,452.342,3.344,1194.459,2.922,3.7500,3.1,2.7
过,guo4,6,12654,12499,0.006,9698,4556,3417,2571,3663,1386,30.212,22.224,16.349,12.420,21.804,15.400,19.735,4.683,3252.494,2.488,2.5000,2.8,2.8
哈,ha1,9,15871,3802,0.613,3208,2610,3326,3795,4720,2013,9.994,12.732,15.914,18.333,28.095,22.367,17.906,4.723,163.030,3.785,2.3750,3.1,2.2
还,hai2,7,3150,3991,-0.118,3683,981,717,624,786,303,11.474,4.785,3.431,3.014,4.679,3.367,5.125,5.213,2286.405,2.641,2.2500,2.5,2.6
海,hai3,10,13454516,6106893,0.376,3467753,3122833,5020924,4797136,2314457,833171,10802.969,15233.332,24023.560,23174.570,13776.530,9257.456,16044.736,1.795,1030.400,2.987,3.8750,3.7,2.9
含,han2,7,58652,164276,-0.474,25200,12199,14407,22850,57788,90532,78.505,59.507,68.933,110.386,343.976,1005.911,277.870,3.555,284.514,3.544,3.6875,3.4,2.8
函,han2,8,30961,50228,-0.237,1745,1053,2594,8817,22562,44447,5.436,5.137,12.411,42.594,134.298,493.856,115.622,3.933,31.513,4.488,3.8125,3.6,3.4
晗,han2,11,121520,202320,-0.250,734,2729,9955,35444,123941,150908,2.287,13.312,47.632,171.227,737.744,1676.756,441.493,3.354,0.836,5.736,4.3125,3.7,3.7
焓,han2,11,3662,5076,-0.162,16,45,132,637,2358,5543,0.050,0.220,0.632,3.077,14.036,61.589,13.267,4.846,0.322,5.879,3.4375,3.1,3.2
涵,han2,11,461895,738806,-0.231,14056,5864,13090,62061,251410,854177,43.788,28.605,62.632,299.812,1496.488,9490.856,1903.697,2.720,26.239,4.565,4.5000,3.9,3.7
韩,han2,12,58734,41428,0.173,6262,5780,10343,18095,28943,30762,19.508,28.195,49.488,87.415,172.280,341.800,116.448,3.930,34.664,4.448,3.3750,3.3,2.9
寒,han2,12,130974,190698,-0.186,19682,20421,36745,59389,101554,83702,61.315,99.615,175.813,286.903,604.488,930.022,359.693,3.443,114.217,3.938,3.3750,2.0,3.2
罕,han3,7,10623,11715,-0.049,2752,2222,3091,5848,5182,2830,8.573,10.839,14.789,28.251,30.845,31.444,20.790,4.662,24.889,4.587,2.7500,2.1,2.3
浛,han4,10,620,2222,-0.564,1,8,40,290,584,1917,0.003,0.039,0.191,1.401,3.476,21.300,4.402,5.267,0.000,6.000,3.1250,2.9,3.0
汉,han4,5,1984348,403287,0.662,1110221,497934,333822,215712,167318,61428,3458.632,2428.946,1597.234,1042.087,995.940,682.533,1700.895,2.769,281.427,3.549,3.1250,3.1,2.9
捍,han4,10,7995,608,0.859,2199,4118,1723,235,229,105,6.850,20.088,8.244,1.135,1.363,1.167,6.475,5.126,6.110,5.148,2.6875,2.2,3.2
悍,han4,10,413,16,0.925,19,32,46,108,139,94,0.059,0.156,0.220,0.522,0.827,1.044,0.471,5.832,6.560,5.121,2.0625,2.1,2.8
菡,han4,11,2841,60624,-0.910,828,928,2313,8811,16896,33684,2.579,4.527,11.067,42.565,100.571,374.267,89.263,4.044,0.707,5.768,3.8750,3.4,3.1
撼,han4,16,867,89,0.814,24,47,120,239,331,195,0.075,0.229,0.574,1.155,1.970,2.167,1.028,5.693,7.139,5.089,2.8750,2.7,3.0
翰,han4,16,139274,9966,0.866,11369,3891,5432,16783,46037,65684,35.417,18.980,25.990,81.077,274.030,729.822,194.219,3.709,8.103,5.041,4.2500,3.7,4.1
瀚,han4,19,152948,19719,0.772,1666,2180,5520,22736,57291,83326,5.190,10.634,26.411,109.836,341.018,925.844,236.489,3.624,4.952,5.225,4.3125,3.8,3.9
夯,hang1,5,2606,906,0.484,1511,639,502,499,309,52,4.707,3.117,2.402,2.411,1.839,0.578,2.509,5.455,0.772,5.752,2.1250,2.6,2.3
行,hang2,6,481566,83969,0.703,151260,78012,77462,82607,110247,65617,471.215,380.546,370.632,399.068,656.232,729.078,501.129,3.299,2495.997,2.603,3.2500,3.2,2.9
杭,hang2,8,161756,47213,0.548,15791,10343,14328,29196,67522,71709,49.193,50.454,68.555,141.043,401.917,796.767,251.322,3.598,22.059,4.637,3.5000,3.2,3.0
航,hang2,10,1032841,144549,0.754,16670,25446,55803,141451,433006,505160,51.931,124.127,267.000,683.338,2577.417,5612.889,1552.784,2.809,118.719,3.922,3.9375,3.4,3.2
沆,hang4,7,491,121,0.605,48,21,40,119,223,161,0.150,0.102,0.191,0.575,1.327,1.789,0.689,5.772,0.579,5.802,2.5000,2.7,2.8
蒿,hao1,13,1064,289,0.573,158,87,156,308,443,186,0.492,0.424,0.746,1.488,2.637,2.067,1.309,5.637,3.023,5.395,3.0625,2.8,3.0
毫,hao2,11,51054,1921,0.927,8212,4612,5196,7829,18211,8940,25.583,22.498,24.861,37.821,108.399,99.333,53.083,4.267,146.502,3.831,2.2500,2.6,2.6
豪,hao2,14,2337394,40411,0.966,64123,43036,69169,166313,831520,1203648,199.760,209.932,330.952,803.444,4949.524,13373.867,3311.247,2.480,50.742,4.286,4.3125,3.6,3.8
好,hao3,6,355376,352329,0.004,277212,140945,112325,70786,52935,53898,863.589,687.537,537.440,341.961,315.089,598.867,557.414,3.253,2126.012,2.672,4.2500,3.9,3.1
郝,hao3,9,3396,1393,0.418,240,145,237,778,1377,2011,0.748,0.707,1.134,3.758,8.196,22.344,6.148,5.146,7.975,5.047,3.5625,3.5,3.2
镐,hao4,15,6056,145,0.953,1932,688,447,457,1053,1656,6.019,3.356,2.139,2.208,6.268,18.400,6.398,5.131,3.859,5.313,3.2500,2.6,3.1
昊,hao4,8,1017892,72864,0.866,3690,7416,31118,119070,358516,571081,11.495,36.176,148.890,575.217,2134.024,6345.344,1541.858,2.812,0.836,5.736,4.3125,3.7,3.7
浩,hao4,10,3846759,212163,0.895,239177,157442,275113,660016,1377115,1352577,745.100,768.010,1316.330,3188.483,8197.113,15028.633,4873.945,2.312,37.687,4.412,4.2500,3.9,3.6
淏,hao4,11,12151,1254,0.813,10,18,119,1037,2627,9599,0.031,0.088,0.569,5.010,15.637,106.656,21.332,4.651,0.000,6.000,3.3125,3.0,2.9
皓,hao4,12,398730,57128,0.749,5858,7023,18474,53585,142593,228337,18.249,34.259,88.392,258.865,848.768,2537.078,630.935,3.199,6.045,5.152,4.5000,3.8,3.8
皞,hao4,15,2306,284,0.781,60,117,573,838,478,524,0.187,0.571,2.742,4.048,2.845,5.822,2.703,5.431,0.000,6.000,3.2500,3.0,3.4
颢,hao4,18,22368,5700,0.594,309,666,2156,3629,6645,14660,0.963,3.249,10.316,17.531,39.554,162.889,39.084,4.397,0.322,5.879,3.7500,3.7,3.9
灏,hao4,21,71944,6972,0.823,2247,2057,5410,10689,22284,36242,7.000,10.034,25.885,51.638,132.643,402.689,104.982,3.975,0.000,6.000,4.0000,3.4,3.6
呵,he1,8,667,855,-0.124,32,8,24,380,844,229,0.100,0.039,0.115,1.836,5.024,2.544,1.610,5.583,86.756,4.057,1.8125,2.6,2.0
禾,he2,5,25221,39126,-0.216,15688,9988,7290,4864,9521,17058,48.872,48.722,34.880,23.498,56.673,189.533,67.030,4.167,11.640,4.898,3.3125,3.5,2.8
合,he2,6,897555,220939,0.605,529057,294648,170207,75046,36126,14322,1648.153,1437.307,814.388,362.541,215.036,159.133,772.760,3.111,1504.312,2.822,3.9375,3.6,3.4
何,he2,7,69606,67630,0.014,40792,23528,21692,21117,18995,10839,127.078,114.771,103.789,102.014,113.065,120.433,113.525,3.941,556.938,3.253,3.1250,3.0,2.9
和,he2,8,2825285,665518,0.619,1765703,821296,501683,221267,120376,61154,5500.632,4006.322,2400.397,1068.923,716.524,679.489,2395.381,2.620,5765.147,2.239,3.8125,3.9,3.1
河,he2,8,715451,47760,0.875,270873,193897,143801,82090,50730,22086,843.841,945.839,688.043,396.570,301.964,245.400,570.276,3.243,394.359,3.403,3.1250,3.2,2.8
荷,he2,10,11624,406350,-0.944,202787,87093,52096,32103,23810,19880,631.735,424.844,249.263,155.087,141.726,220.889,303.924,3.516,65.662,4.176,3.9375,3.7,3.1
核,he2,10,1900,738,0.440,419,737,620,400,322,146,1.305,3.595,2.967,1.932,1.917,1.622,2.223,5.492,221.489,3.653,2.6875,2.8,2.7
贺,he4,9,502118,188844,0.453,119304,77248,84359,168242,159867,82717,371.664,376.820,403.632,812.763,951.589,919.078,639.258,3.194,53.443,4.264,4.0000,3.7,3.4
赫,he4,14,106716,28487,0.579,2038,1840,5123,19713,40096,66416,6.349,8.976,24.512,95.232,238.667,737.956,185.282,3.730,41.288,4.374,4.1875,3.5,3.8
鹤,he4,15,242290,134543,0.286,76103,30799,36393,96807,90503,46259,237.081,150.239,174.129,467.667,538.708,513.989,346.969,3.458,15.885,4.772,4.1250,3.4,3.5
壑,he4,17,675,288,0.402,8,19,53,169,401,313,0.025,0.093,0.254,0.816,2.387,3.478,1.176,5.662,4.502,5.259,2.4375,2.6,2.8
黑,hei1,12,48178,44963,0.035,59841,15590,9049,5230,2997,316,186.421,76.049,43.297,25.266,17.839,3.511,58.731,4.224,389.278,3.409,2.0000,1.9,2.3
亨,heng1,7,71269,8808,0.780,33028,10145,7944,8036,14176,6830,102.891,49.488,38.010,38.821,84.381,75.889,64.913,4.181,6.624,5.118,3.2500,2.8,2.8
哼,heng1,10,69,22,0.516,19,4,9,19,33,10,0.059,0.020,0.043,0.092,0.196,0.111,0.087,5.964,38.844,4.400,1.7500,2.0,2.0
恒,heng2,9,1960624,340356,0.704,657195,294715,287335,318324,401160,342298,2047.336,1437.634,1374.809,1537.797,2387.857,3803.311,2098.124,2.678,79.103,4.096,4.3125,3.5,3.3
珩,heng2,10,25444,13317,0.313,6078,2075,4693,6104,9671,10156,18.935,10.122,22.455,29.488,57.565,112.844,41.902,4.368,0.707,5.768,4.0000,3.7,3.3
桁,heng2,10,2624,304,0.792,125,72,144,347,884,1360,0.389,0.351,0.689,1.676,5.262,15.111,3.913,5.309,0.000,6.000,3.2500,3.1,3.0
衡,heng2,16,161576,21865,0.762,28688,13144,19983,32722,45128,43842,89.371,64.117,95.612,158.077,268.619,487.133,193.822,3.710,139.492,3.852,4.0000,3.4,3.6
蘅,heng2,19,2230,2654,-0.087,307,156,497,556,980,2386,0.956,0.761,2.378,2.686,5.833,26.511,6.521,5.124,0.322,5.879,3.6250,3.0,3.0
轰,hong1,8,1311,250,0.680,317,288,278,336,283,59,0.988,1.405,1.330,1.623,1.685,0.656,1.281,5.642,50.549,4.288,2.3125,2.4,2.6
訇,hong1,9,4,6,-0.200,4,3,1,2,0,0,0.012,0.015,0.005,0.010,0.000,0.000,0.007,5.997,1.736,5.563,2.6875,2.3,2.7
烘,hong1,10,2345,493,0.653,369,222,285,536,836,590,1.150,1.083,1.364,2.589,4.976,6.556,2.953,5.403,13.698,4.833,2.4375,3.0,2.9
弘,hong2,5,109650,35884,0.507,7412,10924,14199,20289,43269,49515,23.090,53.288,67.938,98.014,257.554,550.167,175.009,3.754,9.068,4.997,4.3125,3.8,3.8
红,hong2,6,5428392,16245963,-0.499,1520789,4624826,8190060,4969685,1961665,404869,4737.660,22560.127,39186.890,24008.140,11676.577,4498.544,17777.990,1.750,522.660,3.281,3.6875,3.2,2.8
宏,hong2,7,3417987,1012646,0.543,763258,839788,1032795,777821,635210,379774,2377.751,4096.527,4941.603,3757.589,3781.012,4219.711,3862.366,2.413,68.749,4.156,4.4375,3.7,3.5
泓,hong2,8,128118,56803,0.386,3347,7843,11312,23938,48036,90869,10.427,38.259,54.124,115.643,285.929,1009.656,252.340,3.596,7.396,5.076,4.4375,3.9,3.8
虹,hong2,9,111915,756124,-0.742,43579,117722,185012,227473,201945,91971,135.760,574.254,885.225,1098.903,1202.054,1021.900,819.683,3.086,18.393,4.712,4.1875,3.7,2.9
洪,hong2,9,6677683,2535634,0.450,2747355,1923457,2151243,1416980,709951,262195,8558.738,9382.717,10293.029,6845.314,4225.899,2913.278,7036.496,2.153,89.200,4.045,3.6875,3.4,3.3
鸿,hong2,11,1164292,360045,0.528,229950,156549,203106,247264,367377,319509,716.355,763.654,971.799,1194.512,2186.768,3550.100,1563.865,2.806,34.214,4.453,4.4375,3.9,4.0
侯,hou2,9,6718,2239,0.500,2582,1955,1574,1083,1048,763,8.044,9.537,7.531,5.232,6.238,8.478,7.510,5.070,30.548,4.501,3.4375,3.3,3.3
后,hou4,6,190459,64980,0.491,108268,59073,48596,25053,11195,3382,337.283,288.161,232.517,121.029,66.637,37.578,180.534,3.741,2742.439,2.562,2.3125,2.8,2.7
厚,hou4,9,617971,152962,0.603,339064,155229,120659,76207,50316,29668,1056.274,757.215,577.316,368.150,299.500,329.644,564.683,3.247,135.054,3.866,3.3750,3.5,3.1
候,hou4,10,6133,2033,0.502,2154,1970,1692,1199,875,294,6.710,9.610,8.096,5.792,5.208,3.267,6.447,5.128,655.914,3.182,3.0000,3.1,2.8
乎,hu1,5,100,45,0.379,28,14,18,39,37,9,0.087,0.068,0.086,0.188,0.220,0.100,0.125,5.949,317.699,3.497,2.5625,2.4,2.3
呼,hu1,8,1501,275,0.690,792,195,127,303,260,99,2.467,0.951,0.608,1.464,1.548,1.100,1.356,5.628,229.657,3.637,2.2500,2.8,2.4
胡,hu2,9,37791,59034,-0.219,41339,13462,12482,12724,11095,5880,128.782,65.668,59.722,61.469,66.042,65.333,74.503,4.122,166.310,3.776,3.0000,3.0,2.8
鹄,hu2,12,4290,1014,0.618,897,439,807,1382,1108,609,2.794,2.141,3.861,6.676,6.595,6.767,4.806,5.236,1.351,5.629,4.1875,3.0,3.6
湖,hu2,12,114125,12147,0.808,37809,21347,20080,22338,17700,6844,117.785,104.132,96.077,107.913,105.357,76.044,101.218,3.990,147.659,3.828,3.3750,3.3,2.9
瑚,hu2,13,1455,4029,-0.469,1324,602,729,1352,1168,292,4.125,2.937,3.488,6.531,6.952,3.244,4.546,5.256,7.782,5.056,3.6250,3.3,3.1
虎,hu3,8,2074758,27123,0.974,355371,383171,453476,529078,328532,51471,1107.075,1869.127,2169.742,2555.932,1955.548,571.900,1704.887,2.768,113.574,3.941,3.7500,3.0,3.3
浒,hu3,9,2855,103,0.930,294,268,526,766,754,350,0.916,1.307,2.517,3.700,4.488,3.889,2.803,5.420,5.981,5.156,3.2500,2.9,2.9
琥,hu3,12,3629,425,0.790,620,553,1063,980,688,144,1.931,2.698,5.086,4.734,4.095,1.600,3.357,5.361,2.058,5.515,3.6250,3.3,3.1
沪,hu4,7,4310,837,0.675,1716,532,557,508,1216,628,5.346,2.595,2.665,2.454,7.238,6.978,4.546,5.256,16.464,4.758,3.2500,3.1,2.8
